lemma	ipm	r	d	doc	dicts
вселить	2.1	80	91	158	0
вселиться	2.7	88	91	190	0
вселять	4.3	95	93	304	0
вселяться	1.1	54	87	79	0
вскакивать	9.1	90	90	472	3
вскапывать	0.4	30	82	33	0
вскарабкаться	3.0	75	89	202	1
вскидывать	3.2	67	87	216	0
вскидываться	1.0	44	84	71	0
вскинуть	11.1	78	88	459	0
вскинуться	3.8	55	86	195	0
вскипать	1.9	65	88	140	0
вскипеть	3.3	73	90	228	2
вскипятить	1.9	66	85	116	2
всколыхнуть	1.8	78	91	143	0
всколыхнуться	1.1	52	85	86	0
вскопать	0.8	38	83	55	0
вскормить	1.6	70	91	126	0
вскочить	40.0	94	89	1035	3
вскрикивать	4.5	76	88	279	0
вскрикнуть	12.2	83	88	479	0
вскричать	6.9	70	88	260	0
вскружить	0.7	44	86	59	0
вскрывать	5.3	99	94	372	0
вскрываться	0.8	47	87	68	0
вскрыть	11.6	99	95	659	0
вскрыться	1.4	57	88	100	0
вслушаться	2.0	73	87	147	0
вслушиваться	8.4	92	90	415	0
всматриваться	10.1	95	90	500	0
всмотреться	3.4	81	90	212	0
всовывать	0.8	39	84	58	0
всосать	1.3	48	76	72	0
вспархивать	0.6	29	77	44	0
вспарывать	0.8	37	82	62	0
вспахать	2.0	77	89	135	3
вспенить	0.7	42	84	56	0
всплакнуть	1.5	57	88	114	0
всплескивать	1.7	59	87	115	0
всплеснуть	5.7	70	88	300	0
всплывать	7.6	99	94	478	0
всплыть	9.5	95	93	560	0
всполошить	0.5	30	82	41	0
всполошиться	3.0	65	88	188	0
вспоминать	135.9	100	96	3532	6
вспоминаться	13.9	99	94	758	0
вспомнить	215.5	100	95	4696	4
вспомниться	13.8	96	93	649	0
вспороть	1.4	52	86	105	0
вспорхнуть	1.6	53	86	115	0
вспотеть	5.5	75	88	325	0
вспрыгивать	0.4	27	82	33	0
вспрыгнуть	1.2	44	83	85	0
вспугнуть	1.7	57	86	115	0
вспухать	0.8	40	84	59	0
вспухнуть	1.3	44	84	89	0
вспучить	0.5	23	73	33	0
вспылить	2.4	71	88	151	0
вспыхивать	13.5	95	92	664	2
вспыхнуть	22.6	97	92	858	1
вставать	69.1	100	95	2253	6
вставить	23.5	100	94	984	4
вставлять	9.2	99	94	577	4
вставляться	1.6	71	90	128	0
встать	172.1	100	93	3548	5
встраивать	0.9	39	83	70	0
встраиваться	1.1	43	85	77	0
встревать	1.5	58	87	104	0
встревожить	7.9	93	92	430	2
встревожиться	3.3	72	89	216	1
встрепенуться	7.9	84	90	420	0
встретить	113.5	100	96	3378	6
встретиться	88.1	100	96	2768	5
встречать	77.4	100	96	2613	5
встречаться	106.8	100	96	3750	5
встроить	6.0	84	89	441	0
встроиться	0.5	31	83	39	0
встрять	1.9	57	87	126	0
встряхивать	3.0	75	88	194	0
встряхиваться	0.5	31	83	46	0
встряхнуть	4.6	77	89	287	0
встряхнуться	1.8	62	88	145	0
вступать	40.9	100	94	2098	6
вступаться	0.7	47	87	61	1
вступить	53.1	100	95	2569	4
вступиться	4.6	83	92	308	1
всунуть	1.8	65	88	126	0
всунуться	0.5	25	78	37	0
всучить	2.3	73	89	170	0
всхлипнуть	6.2	56	87	307	0
всхлипывать	7.2	75	89	369	0
всходить	2.1	71	88	144	3
всхрапнуть	0.5	28	81	40	0
всхрапывать	0.7	33	82	52	0
всыпать	1.9	65	86	106	0
вталкивать	0.5	27	80	38	0
втаскивать	1.0	51	88	79	0
втащить	3.3	75	90	220	0
втекать	0.7	37	84	51	0
втереть	0.5	35	85	43	0
втереться	0.9	46	87	69	0
втирать	1.8	63	75	103	0
втискивать	0.7	39	85	54	0
втискиваться	1.1	55	87	84	0
втиснуть	2.9	84	92	228	0
втиснуться	3.0	72	90	209	0
втолкнуть	1.7	59	88	124	0
втолковать	1.4	60	88	109	0
втолковывать	2.3	73	89	159	0
втоптать	0.7	40	85	55	0
вторгаться	3.4	91	93	256	1
вторгнуться	3.6	86	93	248	1
вторить	4.3	90	92	300	0
втравить	0.5	30	83	36	0
втыкать	1.9	73	89	139	0
втыкаться	0.5	33	83	44	0
втюриться	0.5	27	80	35	0
втягивать	5.9	95	93	377	0
втягиваться	2.8	85	92	217	0
втянуть	9.8	94	92	553	0
втянуться	3.0	84	91	215	0
входить	157.9	100	96	6332	6
вцепиться	15.8	90	90	642	0
вцепляться	1.1	49	85	83	0
вчитаться	1.1	53	85	85	0
вчитываться	1.9	76	83	136	0
вшить	0.9	45	82	61	0
въедаться	0.4	28	81	36	0
въезжать	6.1	95	93	383	3
въесться	2.2	78	90	164	0
въехать	12.7	97	94	694	2
выбалтывать	0.4	26	82	29	0
выбегать	6.4	91	91	413	3
выбежать	13.8	89	91	635	2
выбелить	1.4	53	86	97	0
выбивать	7.0	98	94	459	0
выбиваться	3.9	89	92	287	0
выбирать	65.2	100	97	3122	7
выбираться	12.3	99	95	772	0
выбить	19.6	98	94	951	0
выбиться	5.0	86	92	341	0
выболтать	0.5	32	83	43	0
выбрасывать	14.4	100	96	845	4
выбрасываться	2.1	73	90	168	0
выбрать	107.9	100	96	4748	5
выбраться	29.2	99	92	1048	0
выбрить	5.0	80	90	277	1
выбросить	32.4	100	94	1311	5
выброситься	1.9	66	89	139	0
выбывать	1.0	47	81	71	0
выбыть	2.8	82	89	200	0
вываливать	1.6	63	88	124	0
вываливаться	3.2	82	90	233	0
вывалить	3.1	76	89	215	0
вывалиться	7.0	86	90	400	0
вывалять	0.5	31	83	40	0
выварить	0.4	28	81	32	0
выведать	2.0	62	87	117	1
выведывать	0.5	33	80	38	1
вывезти	15.8	98	95	873	2
выверить	3.6	92	92	292	0
вывернуть	9.4	90	90	501	0
вывернуться	3.5	71	89	239	0
выверять	0.7	45	86	60	0
вывесить	4.3	87	93	304	1
вывести	53.4	100	97	2495	5
вывестись	0.6	40	84	49	0
выветриваться	0.6	46	88	56	0
выветрить	0.6	30	80	43	0
выветриться	1.8	72	91	140	0
вывешивать	1.7	76	91	139	1
вывешиваться	0.6	41	84	52	0
вывихнуть	1.0	51	86	73	0
выводить	25.2	100	97	1401	5
выводиться	4.0	73	88	290	0
вывозить	8.3	100	94	552	2
вывозиться	1.3	54	87	104	0
выволакивать	0.8	45	85	62	0
выволочь	3.1	60	87	190	0
выворачивать	4.9	87	91	319	0
выворачиваться	1.2	57	88	95	0
выворотить	1.5	58	87	109	0
выгадать	0.8	37	84	58	0
выгадывать	0.6	36	82	49	0
выгибать	0.8	41	85	60	0
выгибаться	1.2	46	86	84	0
выгладить	1.5	61	85	112	3
выглядеть	141.7	100	97	4929	2
выглядывать	10.9	92	90	582	0
выглянуть	13.7	91	89	609	0
выгнать	22.7	95	93	959	3
выгнуть	1.3	50	85	103	0
выгнуться	1.3	43	83	87	0
выговаривать	7.2	90	92	454	0
выговариваться	0.5	35	84	47	0
выговорить	10.4	91	87	429	0
выговориться	2.4	69	88	156	0
выгонять	6.5	94	93	417	3
выгораживать	0.8	40	85	64	0
выгорать	0.8	46	86	66	0
выгореть	4.9	86	91	319	0
выгородить	0.9	50	87	75	0
выгравировать	1.0	58	89	81	0
выгребать	2.0	69	90	152	0
выгрести	1.6	60	88	121	0
выгружать	1.4	59	87	100	1
выгружаться	0.5	32	82	39	0
выгрузить	1.5	65	87	101	0
выгрузиться	0.6	30	78	40	0
выгуливать	1.6	71	90	123	0
выдавать	44.1	100	96	2104	5
выдаваться	13.4	100	89	840	1
выдавить	9.3	90	91	478	0
выдавливать	3.9	87	92	269	0
выдавливаться	0.6	42	85	51	0
выдать	60.4	100	95	2407	4
выдаться	6.3	91	93	406	1
выдвигать	12.1	100	93	778	1
выдвигаться	6.1	92	92	441	0
выдвинуть	24.1	100	94	1320	1
выдвинуться	3.7	86	91	234	0
выдворить	1.4	64	90	114	0
выдворять	0.4	34	85	36	0
выделать	0.9	46	82	64	0
выделить	76.4	100	88	3628	1
выделиться	4.2	92	91	291	1
выделывать	2.6	76	91	191	0
выделять	29.2	100	89	1686	2
выделяться	30.2	100	92	1680	2
выдергивать	3.2	84	92	228	0
выдержать	65.7	99	95	2310	3
выдерживать	17.6	99	96	1084	4
выдерживаться	0.8	40	83	67	0
выдернуть	8.8	88	90	440	0
выдирать	1.4	54	88	107	0
выдолбить	0.8	45	85	65	0
выдохнуть	10.9	76	88	462	0
выдохнуться	2.8	77	90	187	0
выдрать	2.7	69	87	171	0
выдрессировать	0.6	35	82	47	1
выдувать	1.3	51	86	92	0
выдумать	16.1	97	94	752	1
выдумывать	7.5	96	93	433	2
выдуть	1.4	51	87	104	1
выдыхать	2.0	73	90	152	0
выдыхаться	0.8	46	86	66	0
выдюжить	0.7	34	82	43	0
выебать	0.6	17	65	20	0
выедать	0.6	36	83	46	0
выезжать	19.5	100	95	1080	5
выесть	1.5	61	89	122	0
выехать	25.5	98	94	1054	4
выжать	5.6	94	94	391	0
выждать	4.6	81	90	287	0
выжечь	4.2	86	92	280	0
выживать	7.2	97	93	502	1
выжигать	1.6	71	91	132	0
выжидать	4.6	86	91	276	0
выжимать	3.8	89	92	287	0
выжить	28.6	99	95	1424	1
выжрать	0.4	26	78	33	0
вызванивать	0.4	26	81	34	0
вызвать	154.9	100	97	5405	4
вызваться	3.4	80	91	226	1
вызволить	1.7	72	90	130	0
вызволять	0.6	35	84	47	0
выздоравливать	3.2	84	90	201	4
выздороветь	5.5	97	92	336	3
вызнать	0.7	38	81	55	0
вызревать	2.3	78	91	172	0
вызреть	1.2	56	88	91	0
вызубрить	0.5	33	83	45	0
вызывать	142.4	100	97	5228	5
вызываться	3.4	90	89	237	1
выиграть	52.3	100	91	2239	5
выигрывать	13.9	100	91	822	5
выискать	0.5	30	82	41	0
выискаться	0.6	34	83	47	0
выискивать	5.2	93	92	321	0
выйти	480.9	100	96	8764	5
выказать	3.0	79	89	195	1
выказывать	3.9	90	92	268	1
выкапывать	1.8	69	90	135	2
выкарабкаться	2.2	74	90	163	0
выкарабкиваться	0.7	43	86	59	0
выкармливать	0.4	29	83	31	0
выкатить	3.6	78	90	241	0
выкатиться	3.8	61	88	248	0
выкатывать	1.0	45	84	78	0
выкатываться	1.3	53	87	102	0
выкачать	0.8	47	88	70	0
выкачивать	0.6	47	88	58	0
выкидывать	3.6	86	92	265	0
выкинуть	15.2	94	93	774	1
выкипеть	0.4	30	83	32	0
выкладывать	8.1	96	92	493	0
выкладываться	1.5	63	89	114	0
выклевать	0.4	26	81	30	0
выкликать	1.1	50	85	72	0
выкликнуть	0.4	16	57	18	0
выключать	5.0	94	91	354	5
выключаться	1.3	60	89	107	0
выключить	17.8	97	92	825	4
выключиться	0.9	44	86	66	0
выклянчивать	0.4	31	83	32	0
выклянчить	0.4	25	80	33	0
выковать	1.2	60	89	84	0
выковыривать	1.4	59	89	107	0
выковырять	0.7	41	85	60	0
выколачивать	1.0	54	88	80	0
выколотить	0.6	39	86	51	0
выколоть	1.6	59	87	117	0
выкопать	5.1	86	92	311	3
выкормить	0.8	50	87	65	0
выкорчевать	0.9	48	86	72	0
выкорчевывать	0.4	26	80	32	0
выкосить	0.6	35	81	43	0
выкраивать	0.8	47	87	62	0
выкрасить	4.4	88	92	296	2
выкрасть	2.3	69	89	151	0
выкрикивать	9.4	92	91	475	0
выкрикнуть	9.7	82	89	429	0
выкроить	1.9	71	90	146	0
выкрутить	0.8	50	87	69	0
выкрутиться	2.7	79	91	193	0
выкручивать	1.7	72	91	135	0
выкручиваться	2.2	80	91	161	0
выкупать	2.4	78	90	171	0
выкупаться	1.1	52	87	76	0
выкупить	7.1	96	93	454	0
выкуривать	1.1	56	87	86	0
выкурить	4.0	77	90	259	0
выкусить	0.5	29	80	39	0
вылавливать	2.6	83	91	197	0
вылазить	1.9	59	86	120	0
вылакать	0.4	24	79	34	0
выламывать	0.9	48	86	76	0
выламываться	0.6	41	85	55	0
вылезать	15.3	97	93	768	2
вылезти	24.5	95	91	897	2
вылепить	2.6	81	90	189	2
вылетать	10.2	98	94	601	2
вылететь	23.2	99	94	1065	2
вылечить	7.0	97	93	407	4
вылечиться	1.7	70	88	123	2
выливать	2.5	90	93	185	3
выливаться	2.4	79	91	190	1
вылизать	1.3	56	88	105	0
вылизывать	1.4	57	87	103	0
вылинять	1.0	47	85	78	0
вылить	6.2	94	93	396	3
вылиться	5.8	98	93	435	1
выловить	4.1	92	93	275	0
выложить	17.6	100	95	893	0
выложиться	0.8	44	85	63	0
выломать	1.7	56	87	119	0
вылупить	0.7	33	83	52	0
вылупиться	1.8	62	89	129	0
вымазать	1.6	65	88	122	0
вымаливать	0.8	48	86	68	0
выманивать	0.4	30	83	37	0
выманить	1.5	62	89	118	0
вымарать	0.6	38	84	48	0
выматериться	0.7	37	83	51	0
выматывать	1.3	61	89	103	0
вымахать	1.1	50	87	85	0
вымачивать	0.5	32	80	36	0
выменивать	0.7	43	85	55	0
выменять	2.1	66	89	138	0
вымереть	5.8	96	93	374	0
вымерзнуть	0.5	26	79	37	0
вымести	1.3	62	90	109	0
выметать	1.0	50	86	69	0
выметаться	0.6	29	78	41	0
вымещать	0.7	40	84	52	0
вымирать	3.7	90	92	262	0
вымогать	1.9	70	90	142	0
вымокнуть	1.3	52	86	98	0
вымолвить	3.7	72	90	212	0
вымолить	0.8	38	85	58	0
вымостить	1.4	66	89	111	0
вымотать	1.1	55	88	86	0
вымотаться	0.6	34	83	48	0
вымочить	0.8	42	84	58	0
вымучивать	0.4	24	77	26	0
вымучить	1.4	59	88	104	0
вымуштровать	0.4	28	82	31	0
вымывать	0.6	35	84	42	1
вымываться	0.4	23	78	33	1
вымыслить	0.8	47	87	63	0
вымыть	13.6	98	91	702	4
вымыться	1.2	56	87	88	4
вынашивать	2.6	83	92	202	0
вынашиваться	0.5	36	84	46	0
вынести	51.3	100	96	2278	4
вынимать	12.7	99	93	675	5
выниматься	0.6	35	83	48	0
выносить	28.6	100	94	1471	5
выноситься	4.1	80	81	276	0
вынудить	38.3	100	95	2216	1
вынуждать	6.3	95	94	456	1
вынуть	37.8	98	91	1088	5
выныривать	2.4	72	89	177	0
вынырнуть	8.0	82	90	408	0
вынюхивать	1.1	42	84	76	0
выпадать	12.4	100	96	801	2
выпаливать	0.8	37	83	57	0
выпалить	6.3	80	89	337	0
выпархивать	0.5	32	84	39	0
выпасть	29.4	100	95	1373	2
выпачкать	0.4	26	80	32	1
выпевать	0.8	41	82	57	0
выпекать	1.3	51	86	92	1
выпендриваться	1.4	63	88	99	0
выпереть	1.4	53	86	103	0
выпестовать	0.7	45	87	63	0
выпечь	0.4	25	79	32	1
выпивать	16.6	95	93	794	1
выпиливать	0.6	36	82	44	0
выпилить	0.6	36	83	44	0
выпирать	3.3	77	90	207	0
выписать	17.2	100	95	853	4
выписаться	2.3	69	90	155	1
выписывать	9.8	98	95	632	6
выписываться	1.3	71	91	108	1
выпить	129.9	98	92	2255	4
выпихивать	0.6	33	83	51	0
выпихнуть	1.0	51	86	78	0
выплавить	0.4	25	80	32	0
выплавлять	0.5	28	78	38	0
выплакать	0.9	47	85	74	0
выплакаться	0.4	27	81	37	0
выплатить	8.9	94	90	576	1
выплачивать	9.4	96	90	618	1
выплачиваться	4.6	67	80	263	0
выплевывать	1.9	68	89	148	0
выплескивать	1.5	69	89	119	0
выплескиваться	1.5	62	88	115	0
выплеснуть	3.7	89	92	258	0
выплеснуться	2.3	82	92	171	0
выплывать	3.1	84	92	217	1
выплыть	5.4	87	90	347	1
выплюнуть	3.3	73	89	227	0
выплясывать	0.4	27	82	31	0
выползать	4.0	86	90	283	0
выползти	5.3	88	90	314	0
выполнить	91.7	100	94	4412	4
выполнять	92.3	100	93	4098	6
выполняться	17.7	91	86	1002	0
выпороть	1.3	54	88	91	0
выпорхнуть	1.9	66	89	142	0
выпотрошить	1.5	55	88	109	0
выправить	2.7	85	92	210	0
выправиться	0.8	43	85	62	0
выправлять	1.0	54	88	79	0
выправляться	0.4	26	82	34	0
выпрашивать	2.5	81	91	195	1
выпроваживать	1.0	56	88	81	0
